,title,budget,revenue,RB Ratio,metascore
The Sweet Hereafter,The Sweet Hereafter,5000000,3263585,0.652717,91
Of Gods and Men,Of Gods and Men,4000000,41424067,10.35601675,86
Bottle Shock,Bottle Shock,5000000,4040588,0.8081176,56
90 Minutes in Heaven,90 Minutes in Heaven,5000000,4842699,0.9685398,28
Everything Must Go,Everything Must Go,5000000,2614773,0.5229546,65
The Machinist,The Machinist,5000000,8203235,1.640647,61
Kill the Messenger,Kill the Messenger,5000000,2450846,0.4901692,60
Rabbit Hole,Rabbit Hole,5000000,5129058,1.0258116,76
Party Monster,Party Monster,5000000,742898,0.1485796,36
Green Room,Green Room,5000000,3220371,0.6440742,79
Bottle Rocket,Bottle Rocket,7000000,560069,0.080009857,66
Tucker and Dale vs Evil,Tucker and Dale vs Evil,5000000,5476793,1.0953586,65
Redacted,Redacted,5000000,782102,0.1564204,52
Soul Kitchen,Soul Kitchen,5000000,17872796,3.5745592,76
The Awakening,The Awakening,4798235,209696,0.043702737,53
Take Shelter,Take Shelter,5000000,3099314,0.6198628,85
The Texas Chainsaw Massacre 2,The Texas Chainsaw Massacre 2,4700000,8025872,1.70763234,42
Pat Garrett & Billy the Kid,Pat Garrett & Billy the Kid,4638783,11000000,2.371311613,53
Only God Forgives,Only God Forgives,4800000,10337387,2.153622292,37
The Blue Lagoon,The Blue Lagoon,4500000,58853106,13.078468,31
Fast Times at Ridgemont High,Fast Times at Ridgemont High,4500000,27092880,6.02064,67
25th Hour,25th Hour,15000000,13060843,0.870722867,67
Bound,Bound,4500000,7011317,1.558070444,61
Requiem for a Dream,Requiem for a Dream,4500000,7390108,1.642246222,68
Moms' Night Out,Moms' Night Out,5000000,10429707,2.0859414,25
Donnie Darko,Donnie Darko,6000000,1270522,0.211753667,88
Life During Wartime,Life During Wartime,4500000,744816,0.165514667,69
After.Life,After.Life,4500000,3606395,0.801421111,36
The Sweeney,The Sweeney,3730500,6294161,1.687216459,48
Whale Rider,Whale Rider,8000000,41400000,5.175,80
Night Watch,Night Watch,4200000,32000000,7.619047619,58
Annie Hall,Annie Hall,4000000,38251425,9.56285625,92
Monster's Ball,Monster's Ball,4000000,44909486,11.2273715,69
Maggie,Maggie,4000000,187112,0.046778,52
Leaving Las Vegas,Leaving Las Vegas,3600000,49800000,13.83333333,82
The Boy Next Door,The Boy Next Door,4000000,52425855,13.10646375,30
The Kids Are All Right,The Kids Are All Right,3500000,34705850,9.915957143,86
They Live,They Live,4000000,13008928,3.252232,54
The Great Escape,The Great Escape,4000000,11744471,2.93611775,87
The Last Exorcism Part II,The Last Exorcism Part II,5000000,15179302,3.0358604,35
Scoop,Scoop,4000000,31584901,7.89622525,48
The Wash,The Wash,7000000,10229331,1.461333,18
3 Strikes,3 Strikes,6000000,9000000,1.5,11
The Misfits,The Misfits,4000000,8200000,2.05,77
Let's Go to Prison,Let's Go to Prison,4000000,4630045,1.15751125,27
Secretary,Secretary,4000000,9304609,2.32615225,63
Talk Radio,Talk Radio,4000000,3468572,0.867143,66
You Kill Me,You Kill Me,4000000,2426851,0.60671275,64
Red State,Red State,4000000,1104682,0.2761705,50
Mirrormask,Mirrormask,4000000,866999,0.21674975,55
Joe,Joe,4000000,2365467,0.59136675,74
Shooting Fish,Shooting Fish,3000000,302204,0.100734667,47
Prison,Prison,1300000,354704,0.272849231,47
Trust,Trust,9500000,120000,0.012631579,60
Adore,Adore,16000000,318982,0.019936375,37
Mondays in the Sun,Mondays in the Sun,4000000,146402,0.0366005,64
Stake Land,Stake Land,650000,33245,0.051146154,66
Another Happy Day,Another Happy Day,4000000,355688,0.088922,46
A Man for All Seasons,A Man for All Seasons,3900000,28350000,7.269230769,72
Network,Network,3800000,23689877,6.234178158,83
Major Dundee,Major Dundee,3800000,14873,0.003913947,62
Annie Get Your Gun,Annie Get Your Gun,3768785,8000000,2.122700021,77
Four Lions,Four Lions,967686,4270000,4.412588381,68
Defendor,Defendor,3500000,44462,0.012703429,57
The History Boys,The History Boys,4000000,13401952,3.350488,74
Midnight Cowboy,Midnight Cowboy,3600000,44785053,12.4402925,79
Friday,Friday,3500000,28215918,8.061690857,54
Menace II Society,Menace II Society,3500000,27900000,7.971428571,76
Creepshow 2,Creepshow 2,3500000,14000000,4,39
In Cold Blood,In Cold Blood,3500000,13007551,3.716443143,89
Harper,Harper,3500000,12000000,3.428571429,51
Frenzy,Frenzy,3500000,12600000,3.6,91
The Witch,The Witch,3500000,40423945,11.54969857,83
Evil Dead II,Evil Dead II,3600000,5923044,1.64529,80
Troll Hunter,Troll Hunter,3500000,4159678,1.188479429,69
Winter Passing,Winter Passing,3500000,113783,0.032509429,56
High Anxiety,High Anxiety,3400000,31063038,9.136187647,55
Margin Call,Margin Call,3500000,19504039,5.572582571,76
Choke,Choke,3000000,3830137,1.276712333,47
Whiplash,Whiplash,3300000,13092000,3.967272727,88
City of God,City of God,3300000,30641770,9.285384848,79
Human Traffic,Human Traffic,600000,4000000,6.666666667,53
The Hunt,The Hunt,3800000,16800000,4.421052632,77
Dreaming of Joseph Lees,Dreaming of Joseph Lees,2000000,7,0.0000035,55
Rosemary's Baby,Rosemary's Baby,3200000,33395426,10.43607063,96
The Man Who Shot Liberty Valance,The Man Who Shot Liberty Valance,3200000,8000000,2.5,94
Beginners,Beginners,3200000,5332926,1.666539375,81
It's a Wonderful Life,It's a Wonderful Life,3180000,9644124,3.032743396,89
Trainspotting,Trainspotting,4000000,16491080,4.12277,83
Bowling for Columbine,Bowling for Columbine,4000000,35564473,8.89111825,72
A Room with a View,A Room with a View,3000000,20966644,6.988881333,80
Martin Lawrence Live: Runteldat,Martin Lawrence Live: Runteldat,3000000,19184015,6.394671667,40
Cat on a Hot Tin Roof,Cat on a Hot Tin Roof,3000000,17570324,5.856774667,80
Beneath the Planet of the Apes,Beneath the Planet of the Apes,3000000,18999718,6.333239333,46
Friday the 13th Part VI: Jason Lives,Friday the 13th Part VI: Jason Lives,3000000,19472057,6.490685667,30
The Bridge on the River Kwai,The Bridge on the River Kwai,3000000,33300000,11.1,87
The Apartment,The Apartment,3000000,25000000,8.333333333,94
Jason Goes to Hell: The Final Friday,Jason Goes to Hell: The Final Friday,3000000,15938065,5.312688333,17
Torn Curtain,Torn Curtain,3000000,13000000,4.333333333,55
Dave Chappelle's Block Party,Dave Chappelle's Block Party,3000000,11718595,3.906198333,84
Judgment at Nuremberg,Judgment at Nuremberg,3000000,10000000,3.333333333,60
Before Midnight,Before Midnight,3000000,11176469,3.725489667,94
Phantasm II,Phantasm II,3000000,7282851,2.427617,42
Woman Thou Art Loosed,Woman Thou Art Loosed,3000000,6804016,2.268005333,55
East Is East,East Is East,3800000,28200000,7.421052632,74
Willy Wonka & the Chocolate Factory,Willy Wonka & the Chocolate Factory,3000000,4000000,1.333333333,67
Jawbreaker,Jawbreaker,3000000,3076820,1.025606667,22
Basquiat,Basquiat,2962051,3011195,1.016591207,65
Tsotsi,Tsotsi,3000000,9879971,3.293323667,70
Happiness,Happiness,3000000,2807390,0.935796667,81
Tusk,Tusk,2800000,1826705,0.652394643,55
Oldboy,Oldboy,3000000,14980005,4.993335,77
Hobo with a Shotgun,Hobo with a Shotgun,3000000,748453,0.249484333,55
Fish Tank,Fish Tank,3000000,2357852,0.785950667,81
Bachelorette,Bachelorette,3000000,11947954,3.982651333,53
The Divide,The Divide,3000000,22000,0.007333333,28
Central Station,Central Station,2900000,5596708,1.92989931,80
Freakonomics,Freakonomics,3000000,103735,0.034578333,58
Some Like It Hot,Some Like It Hot,2883848,25000000,8.668972845,97
Friday the 13th Part VII: The New Blood,Friday the 13th Part VII: The New Blood,2800000,19170001,6.846428929,13
Diary of the Dead,Diary of the Dead,2000000,5364858,2.682429,66
The Black Stallion,The Black Stallion,2700000,37799643,13.99986778,84
Friday the 13th: The Final Chapter,Friday the 13th: The Final Chapter,2600000,32980880,12.68495385,33
Ida,Ida,2159280,10700000,4.955355489,91
Riding Giants,Riding Giants,2600000,3166000,1.217692308,80
Timecrimes,Timecrimes,2600000,553198,0.212768462,68
Singin' in the Rain,Singin' in the Rain,2540800,7200000,2.833753149,99
2016: Obama's America,2016: Obama's America,2500000,33400000,13.36,28
Halloween III: Season of the Witch,Halloween III: Season of the Witch,2500000,14400000,5.76,50
Escape from the Planet of the Apes,Escape from the Planet of the Apes,2500000,12348905,4.939562,69
Hud,Hud,2500000,10000000,4,62
Garden State,Garden State,2500000,26781723,10.7126892,67
Before Sunrise,Before Sunrise,2500000,5535405,2.214162,77
Robot & Frank,Robot & Frank,2500000,3325038,1.3300152,67
The Spectacular Now,The Spectacular Now,2500000,6854611,2.7418444,82
Eye of the Dolphin,Eye of the Dolphin,2500000,71904,0.0287616,54
Sleep Dealer,Sleep Dealer,2500000,107559,0.0430236,59
Super,Super,2500000,324138,0.1296552,50
Idiocracy,Idiocracy,30000000,495303,0.0165101,66
This Is England,This Is England,2380000,8176544,3.435522689,86
Friday the 13th Part III,Friday the 13th Part III,4000000,36690067,9.17251675,30
Friday the 13th: A New Beginning,Friday the 13th: A New Beginning,2200000,21930418,9.968371818,16
The Best Years of Our Lives,The Best Years of Our Lives,2100000,23650000,11.26190476,92
Sleeper,Sleeper,2000000,18344729,9.1723645,77
It Follows,It Follows,2000000,14674076,7.337038,83
Everything You Always Wanted to Know About Sex *But Were Afraid to Ask,Everything You Always Wanted to Know About Sex *But Were Afraid to Ask,2000000,18016290,9.008145,66
To Kill a Mockingbird,To Kill a Mockingbird,2000000,13129846,6.564923,88
Mad Max 2: The Road Warrior,Mad Max 2: The Road Warrior,2000000,24600832,12.300416,77
Boys Don't Cry,Boys Don't Cry,2000000,11540607,5.7703035,86
Silent House,Silent House,2000000,13101672,6.550836,49
The Hustler,The Hustler,2000000,7600000,3.8,90
The Triplets of Belleville,The Triplets of Belleville,8000000,1477676,0.1847095,91
Before Sunset,Before Sunset,2700000,15992615,5.923190741,90
Amores perros,Amores perros,2000000,20908467,10.4542335,83
Thirteen,Thirteen,2000000,4601043,2.3005215,70
Winter's Bone,Winter's Bone,2000000,13831503,6.9157515,90
Inside Job,Inside Job,2000000,7871522,3.935761,88
We Are Your Friends,We Are Your Friends,6000000,11122090,1.853681667,46
Harsh Times,Harsh Times,2000000,5967038,2.983519,56
Captive,Captive,2000000,2801508,1.400754,36
Full Frontal,Full Frontal,2000000,2506446,1.253223,45
Shortbus,Shortbus,2000000,5179037,2.5895185,64
Waltz with Bashir,Waltz with Bashir,2000000,11125849,5.5629245,91
No End in Sight,No End in Sight,2000000,1431623,0.7158115,89
The Diary of a Teenage Girl,The Diary of a Teenage Girl,2000000,1477002,0.738501,87
Inside Deep Throat,Inside Deep Throat,2000000,653621,0.3268105,64
The Virginity Hit,The Virginity Hit,2000000,563706,0.281853,40
It's All Gone Pete Tong,It's All Gone Pete Tong,2000000,120620,0.06031,56
Saint John of Las Vegas,Saint John of Las Vegas,3800000,111731,0.029402895,32
Stonewall,Stonewall,13500000,187674,0.013901778,30
Sherrybaby,Sherrybaby,2000000,622806,0.311403,66
Bananas,Bananas,2000000,11833696,5.916848,67
Buried,Buried,1987650,19152480,9.635740699,65
A Streetcar Named Desire,A Streetcar Named Desire,1800000,8000000,4.444444444,96
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,1800000,9440272,5.244595556,97
Beasts of the Southern Wild,Beasts of the Southern Wild,1800000,21107746,11.72652556,86
Battle for the Planet of the Apes,Battle for the Planet of the Apes,1700000,8844595,5.202702941,40
Higher Ground,Higher Ground,2000000,841733,0.4208665,74
Hang 'em High,Hang 'em High,1800000,6800000,3.777777778,62
Run Lola Run,Run Lola Run,1530000,7267585,4.750055556,77
May,May,500000,150277,0.300554,58
Conquest of the Planet of the Apes,Conquest of the Planet of the Apes,1700000,9700000,5.705882353,49
I Spit on Your Grave,I Spit on Your Grave,2000000,572809,0.2864045,27
"Happy, Texas","Happy, Texas",1700000,1943649,1.143322941,62
The Lunchbox,The Lunchbox,1000000,4235151,4.235151,76
The Conversation,The Conversation,1600000,4420000,2.7625,85
Waitress,Waitress,2000000,22179430,11.089715,75
Bloodsport,Bloodsport,1500000,11806119,7.870746,29
Mr. Smith Goes to Washington,Mr. Smith Goes to Washington,1500000,9600000,6.4,73
Kids,Kids,1500000,7412216,4.941477333,63
The Squid and the Whale,The Squid and the Whale,1500000,11098131,7.398754,82
Kissing Jessica Stein,Kissing Jessica Stein,1000000,10013424,10.013424,72
Buffalo '66,Buffalo '66,1500000,2375097,1.583398,68
Repo Man,Repo Man,1500000,2300000,1.533333333,75
The Ballad of Jack and Rose,The Ballad of Jack and Rose,1500000,712294,0.474862667,59
The To Do List,The To Do List,1500000,3566225,2.377483333,61
The Believer,The Believer,1500000,416925,0.27795,75
Session 9,Session 9,1500000,373967,0.249311333,58
My Name Is Bruce,My Name Is Bruce,1500000,173066,0.115377333,36
Pontypool,Pontypool,1500000,32000,0.021333333,54
The Lords of Salem,The Lords of Salem,1500000,1165882,0.777254667,57
"Lock, Stock and Two Smoking Barrels","Lock, Stock and Two Smoking Barrels",1350000,3897569,2.887088148,66
Journey from the Fall,Journey from the Fall,1300000,639000,0.491538462,70
C.H.U.D.,C.H.U.D.,1250000,3412497,2.7299976,57
Super Troopers,Super Troopers,3000000,18492362,6.164120667,48
The Trouble with Harry,The Trouble with Harry,1200000,7000000,5.833333333,74
Reservoir Dogs,Reservoir Dogs,1200000,14661007,12.21750583,79
"The Good, the Bad and the Ugly","The Good, the Bad and the Ugly",1200000,6000000,5,90
"Pink Ribbons, Inc.","Pink Ribbons, Inc.",900000,25000,0.027777778,66
Waiting...,Waiting...,3000000,18637690,6.212563333,30
Hellraiser,Hellraiser,1000000,14564027,14.564027,57
God's Not Dead 2,God's Not Dead 2,5000000,23507567,4.7015134,22
Cry_Wolf,Cry_Wolf,1000000,10047674,10.047674,39
Godzilla 2000,Godzilla 2000,1000000,10037390,10.03739,41
Blue Valentine,Blue Valentine,3500000,16566240,4.733211429,81
Transamerica,Transamerica,1000000,13350369,13.350369,66
The Green Inferno,The Green Inferno,5000000,6833445,1.366689,38
The Sessions,The Sessions,1000000,9138338,9.138338,79
Two Girls and a Guy,Two Girls and a Guy,1000000,2057193,2.057193,66
Who Killed the Electric Car?,Who Killed the Electric Car?,1000000,1678874,1.678874,70
The Broken Hearts Club: A Romantic Comedy,The Broken Hearts Club: A Romantic Comedy,1000000,1744858,1.744858,51
Brigham City,Brigham City,1000000,852206,0.852206,62
Blue Car,Blue Car,1000000,464000,0.464,76
The Act of Killing,The Act of Killing,1000000,444575,0.444575,90
Taxi to the Dark Side,Taxi to the Dark Side,1000000,274661,0.274661,82
Alone With Her,Alone With Her,1000000,10018,0.010018,65
Special,Special,1000000,7202,0.007202,57
Charly,Charly,950000,814666,0.857543158,50
On the Waterfront,On the Waterfront,910000,9600000,10.54945055,91
L!fe Happens,L!fe Happens,930000,30905,0.033231183,44
"4 Months, 3 Weeks and 2 Days","4 Months, 3 Weeks and 2 Days",852510,1185783,1.390931485,97
Hard Candy,Hard Candy,950000,7022209,7.391798947,58
The Quiet,The Quiet,900000,381420,0.4238,29
Latter Days,Latter Days,850000,819939,0.964634118,45
"For a Good Time, Call...","For a Good Time, Call...",850000,1243961,1.463483529,55
Raising Victor Vargas,Raising Victor Vargas,800000,2816116,3.520145,83
The Mudge Boy,The Mudge Boy,800000,62852,0.078565,62
Dead Snow,Dead Snow,800000,1984662,2.4808275,61
Safety Not Guaranteed,Safety Not Guaranteed,750000,4007792,5.343722667,72
Kill List,Kill List,500000,171760,0.34352,67
The Innkeepers,The Innkeepers,750000,78396,0.104528,64
High Noon,High Noon,730000,8000000,10.95890411,89
Hoop Dreams,Hoop Dreams,700000,7830611,11.18658714,98
L.I.E.,L.I.E.,700000,1667192,2.381702857,73
Half Nelson,Half Nelson,700000,4911725,7.01675,85
Beyond the Mat,Beyond the Mat,2053648,500000,0.243469183,73
Sholem Aleichem: Laughing In The Darkness,Sholem Aleichem: Laughing In The Darkness,500000,845188,1.690376,77
Mean Creek,Mean Creek,500000,603943,1.207886,74
Seven Samurai,Seven Samurai,2000000,271841,0.1359205,98
Rubber,Rubber,500000,98017,0.196034,59
Monsters,Monsters,500000,4242978,8.485956,63
Conversations with Other Women,Conversations with Other Women,450000,973525,2.163388889,62
Monty Python and the Holy Grail,Monty Python and the Holy Grail,400000,5028948,12.57237,93
What Happens in Vegas,What Happens in Vegas,35000000,170000000,4.857142857,36
My Beautiful Laundrette,My Beautiful Laundrette,860000,2451545,2.850633721,75
Murderball,Murderball,300000,1750211,5.834036667,87
12 Angry Men,12 Angry Men,350000,1000000,2.857142857,96
It Happened One Night,It Happened One Night,325000,4500000,13.84615385,87
Tumbleweeds,Tumbleweeds,312000,1281176,4.106333333,75
The Prophecy,The Prophecy,8,16,2,44
Ayurveda: Art of Being,Ayurveda: Art of Being,300000,2074000,6.913333333,45
Cube,Cube,250000,501818,2.007272,61
Like Crazy,Like Crazy,250000,3542353,14.169412,68
The Canyons,The Canyons,250000,56825,0.2273,36
Bronson,Bronson,230000,2260712,9.829182609,71
Burn,Burn,225000,111300,0.494666667,50
The Grace Card,The Grace Card,200000,2295733,11.478665,43
Tiny Furniture,Tiny Furniture,65000,416498,6.407661538,72
The Signal,The Signal,4000000,600896,0.150224,54
Down Terrace,Down Terrace,31192,10000,0.320595024,68
Cure,Cure,20000,99000,4.95,70
El Mariachi,El Mariachi,220000,2040920,9.276909091,73
